	rxnNames	abbreviation	equation	lowbnd	uppbnd	obj_coef
25	14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase	3HAD14M15	[c] : 14m3hpentdecACP --> h2o + 14mtpentdec2eACP	0	1000	0
26	14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	3HAD14M16	[c] : 14m3hpalmACP --> h2o + 14mtpalm2eACP	0	1000	0
27	15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	3HAD15M16	[c] : 15m3hpalmACP --> h2o + 15mtpalm2eACP	0	1000	0
28	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	3HAD160	[c] : 3hpalmACP --> h2o + tpalm2eACP	0	1000	0
29	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)	3HAD180	[c] : 3hoctaACP --> h2o + toctd2eACP	0	1000	0
30	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	3HAD40	[c] : 3haACP --> h2o + but2eACP	0	1000	0
31	4-methyl-3-hydroxy-pentanoyl-ACP hydro-lyase	3HAD4M5	[c] : 4m3hpentACP --> h2o + 4mtpent2eACP	0	1000	0
32	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	3HAD4M6	[c] : 4m3hhexACP --> h2o + 4mthex2eACP	0	1000	0
33	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	3HAD5M6	[c] : 5m3hhexACP --> h2o + 5mthex2eACP	0	1000	0
34	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	3HAD60	[c] : 3hhexACP --> h2o + thex2eACP	0	1000	0
35	6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase	3HAD6M7	[c] : 6m3hheptACP --> h2o + 6mthept2eACP	0	1000	0
36	6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	3HAD6M8	[c] : 6m3hocACP --> h2o + 6mtoct2eACP	0	1000	0
37	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	3HAD7M8	[c] : 7m3hocACP --> h2o + 7mtoct2eACP	0	1000	0
38	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	3HAD80	[c] : 3hoctACP --> h2o + toct2eACP	0	1000	0
39	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	3HAD8M10	[c] : 8m3hdcaACP --> h2o + 8mtdec2eACP	0	1000	0
40	8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase	3HAD8M9	[c] : 8m3hnonACP --> h2o + 8mtnon2eACP	0	1000	0
41	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	3HAD9M10	[c] : 9m3hdcaACP --> h2o + 9mtdec2eACP	0	1000	0
42	(S)-3-Hydroxybutanoyl-coa[c] 3-epimerase	3HBCOAE	[c] : 3hbcoa <==> 3hbcoa_R	-1000	1000	0
43	3-hydroxycinnamate hydroxylase	3HCINNMH	[c] : h + o2 + 3hcinnm + nadh --> h2o + dhcinnm + nad	0	1000	0
44	3-(3-hydroxy-phenyl)propionate hydroxylase	3HPPPNH	[c] : h + o2 + nadh + 3hpppn --> h2o + nad + dhpppn	0	1000	0
45	3-methyl-2-oxobutanoate synthase	3MOBS	[c] : h + coa + 3c3hmp <==> h2o + accoa + 3mob	-1000	1000	0
46	3-ketoacyl-ACP-reductase (FabG)	3OAACPR1	[c] : h + nadph + 3ogACPm --> nadp + 3hgACPm	0	1000	0
47	3-ketoacyl-ACP-reductase (FabG)	3OAACPR2	[c] : h + nadph + 3opACPm --> nadp + 3hpACPm	0	1000	0
48	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	3OAR100	[c] : h + nadph + 3odecACP <==> nadp + 3hdecACP	-1000	1000	0
49	10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase	3OAR10M11	[c] : h + nadph + 10m3oundecACP <==> nadp + 10m3hundecACP	-1000	1000	0
50	10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase	3OAR10M12	[c] : h + nadph + 10m3oddcaACP <==> nadp + 10m3hddcaACP	-1000	1000	0
51	11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase	3OAR11M12	[c] : h + nadph + 11m3oddcaACP <==> nadp + 11m3hddcaACP	-1000	1000	0
52	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	3OAR120	[c] : h + nadph + 3oddecACP <==> nadp + 3hddecACP	-1000	1000	0
53	12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase	3OAR12M13	[c] : h + nadph + 12m3otridecACP <==> nadp + 12m3htridecACP	-1000	1000	0
54	12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase	3OAR12M14	[c] : h + nadph + 12m3omyrsACP <==> nadp + 12m3hmyrsACP	-1000	1000	0
55	13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase	3OAR13M14	[c] : h + nadph + 13m3omyrsACP <==> nadp + 13m3hmyrsACP	-1000	1000	0
56	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	3OAR140	[c] : h + nadph + 3omrsACP <==> nadp + 3hmrsACP	-1000	1000	0
57	14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase	3OAR14M15	[c] : h + nadph + 14m3opentdecACP <==> nadp + 14m3hpentdecACP	-1000	1000	0
58	14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase	3OAR14M16	[c] : h + nadph + 14m3opalmACP <==> nadp + 14m3hpalmACP	-1000	1000	0
59	15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase	3OAR15M16	[c] : h + nadph + 15m3opalmACP <==> nadp + 15m3hpalmACP	-1000	1000	0
60	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)	3OAR160	[c] : h + nadph + 3opalmACP <==> nadp + 3hpalmACP	-1000	1000	0
61	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)	3OAR180	[c] : h + nadph + 3ooctdACP <==> nadp + 3hoctaACP	-1000	1000	0
62	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	3OAR40	[c] : h + nadph + actACP <==> nadp + 3haACP	-1000	1000	0
63	4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase	3OAR4M5	[c] : h + nadph + 4m3opentACP <==> nadp + 4m3hpentACP	-1000	1000	0
64	4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase	3OAR4M6	[c] : h + nadph + 4m3ohexACP <==> nadp + 4m3hhexACP	-1000	1000	0
65	5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase	3OAR5M6	[c] : h + nadph + 5m3ohexACP <==> nadp + 5m3hhexACP	-1000	1000	0
66	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	3OAR60	[c] : h + nadph + 3ohexACP <==> nadp + 3hhexACP	-1000	1000	0
67	6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase	3OAR6M7	[c] : h + nadph + 6m3oheptACP <==> nadp + 6m3hheptACP	-1000	1000	0
68	6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase	3OAR6M8	[c] : h + nadph + 6m3oocACP <==> nadp + 6m3hocACP	-1000	1000	0
69	7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase	3OAR7M8	[c] : h + nadph + 7m3oocACP <==> nadp + 7m3hocACP	-1000	1000	0
70	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	3OAR80	[c] : h + nadph + 3ooctACP <==> nadp + 3hoctACP	-1000	1000	0
71	8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase	3OAR8M10	[c] : h + nadph + 8m3odcaACP <==> nadp + 8m3hdcaACP	-1000	1000	0
72	8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase	3OAR8M9	[c] : h + nadph + 8m3ononACP <==> nadp + 8m3hnonACP	-1000	1000	0
73	9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase	3OAR9M10	[c] : h + nadph + 9m3odcaACP <==> nadp + 9m3hdcaACP	-1000	1000	0
74	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	3OAS100	[c] : h + malACP + ocACP --> ACP + 3odecACP + co2	0	1000	0
75	10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS10M11	[c] : h + malACP + 10mundecACP --> ACP + 12m3otridecACP + co2	0	1000	0
76	10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS10M12	[c] : h + malACP + 10mddcaACP --> ACP + 12m3omyrsACP + co2	0	1000	0
77	11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS11M12	[c] : h + malACP + 11mddcaACP --> ACP + 13m3omyrsACP + co2	0	1000	0
78	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	3OAS120	[c] : h + malACP + dcaACP --> ACP + 3oddecACP + co2	0	1000	0
79	12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS12M13	[c] : h + malACP + 12mtridecACP --> ACP + 14m3opentdecACP + co2	0	1000	0
80	12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS12M14	[c] : h + malACP + 12mmyrsACP --> ACP + 14m3opalmACP + co2	0	1000	0
81	13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS13M14	[c] : h + malACP + 13mmyrsACP --> ACP + 15m3opalmACP + co2	0	1000	0
82	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	3OAS140	[c] : h + malACP + ddcaACP --> ACP + 3omrsACP + co2	0	1000	0
83	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	3OAS160	[c] : h + malACP + myrsACP --> ACP + 3opalmACP + co2	0	1000	0
84	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	3OAS180	[c] : h + malACP + palmACP --> ACP + 3ooctdACP + co2	0	1000	0
85	2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS2M3	[c] : h + malACP + 2mpropACP --> ACP + 4m3opentACP + co2	0	1000	0
86	3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS3M4	[c] : h + malACP + 3mbutACP --> ACP + 5m3ohexACP + co2	0	1000	0
87	4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS4M3O6	[c] : h + 2mbutACP + malACP --> ACP + 4m3ohexACP + co2	0	1000	0
88	4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS4M5	[c] : h + malACP + 4mpentACP --> ACP + 6m3oheptACP + co2	0	1000	0
89	4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS4M6	[c] : h + malACP + 4mhexACP --> ACP + 6m3oocACP + co2	0	1000	0
90	5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS5M6	[c] : h + malACP + 5mhexACP --> ACP + 7m3oocACP + co2	0	1000	0
91	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	3OAS60	[c] : h + malACP + butACP --> ACP + 3ohexACP + co2	0	1000	0
92	6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS6M7	[c] : h + malACP + 6mheptACP --> ACP + 8m3ononACP + co2	0	1000	0
93	6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS6M8	[c] : h + malACP + 6mocACP --> ACP + 8m3odcaACP + co2	0	1000	0
94	7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS7M8	[c] : h + malACP + 7mocACP --> ACP + 9m3odcaACP + co2	0	1000	0
95	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	3OAS80	[c] : h + malACP + hexACP --> ACP + 3ooctACP + co2	0	1000	0
96	8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS8M10	[c] : h + malACP + 8mdcaACP --> ACP + 10m3oddcaACP + co2	0	1000	0
97	8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS8M9	[c] : h + malACP + 8mnonACP --> ACP + 10m3oundecACP + co2	0	1000	0
98	9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	3OAS9M10	[c] : h + malACP + 9mdcaACP --> ACP + 11m3oddcaACP + co2	0	1000	0
99	3-oxoadipyl-CoA thiolase	3OXCOAT	[c] : coa + oxadpcoa --> accoa + succoa	0	1000	0
100	4-Hydroxybenzoate transport via proton symport	4HBZt2	h[e] + 4hbz[e] <==> h[c] + 4hbz[c]	-1000	1000	0
101	(4-hydroxyphenyl)acetaldehyde transport in via proton symport reversible	4HOXPACDt2r	h[e] + 4hoxpacd[e] <==> h[c] + 4hoxpacd[c]	-1000	1000	0
102	4-Hydroxy-L-threonine synthase	4HTHRS	[c] : h2o + phthr --> 4hthr + pi	0	1000	0
103	4-Nitrophenyl phosphate phosphohydrolase	4NTPPH2	[c] : h2o + HC01104 --> h + pi + pnp	0	1000	0
104	5aizc decarboxylase	5AIZCDC	[c] : h + 5aizc --> co2 + air	0	1000	0
105	5-dehydro-D-gluconate reductase	5DGLCNR	[c] : h + nadph + 5dglcn <==> nadp + glcn	-1000	1000	0
106	5-deoxyadenosine nuclosidase	5DOAN	[c] : h2o + dad_5 --> 5drib + ade	0	1000	0
107	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	5GLUP5T1	[c] : glu_L + HC00955 <==> h2o + HC01577	-1000	1000	0
108	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	5GLUP5T2	[c] : h + glu_L + HC00955 --> h2o + co2 + HC01700	0	1000	0
109	Methyltransferase	5MTHCYST	[c] : h + ahcys + 5mthglu <==> amet + thglu	-1000	1000	0
110	6-phospho-beta-glucosidase	6PHBG	[c] : h2o + salc6p --> 2hymeph + g6p	0	1000	0
111	Salicin 6 phosphate glucohydrolase	6PHBG2	[c] : h2o + salc6p --> 2hymeph + g6p_B	0	1000	0
112	7-alpha-hydroxysteroid dehydrogenase	7AHSDH	[c] : nad + cholate <==> h + nadh + 7ocholate	-1000	1000	0
113	7-alpha hydroxysteroid dehydrogenase, NAD+ dependent, cholate specific	7AHSDHe	nad[c] + cholate[e] <==> h[c] + nadh[c] + 7ocholate[e]	-1000	1000	0
114	arabinose-5-phosphate isomerase	A5PISO	[c] : ru5p_D <==> ara5p	-1000	1000	0
115	acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	AACPS7	[c] : ACP + atp + ddca --> ddcaACP + amp + ppi	0	1000	0
116	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	AACTOOR	[c] : h2o + o2 + aact --> h2o2 + nh4 + mthgxl	0	1000	0
117	2-Aminoadipate 6-semialdehyde	AADSACYCL	[c] : L2aadp6sa --> h + h2o + thp2c	0	1000	0
118	Arbutin 6-phosphate glucohydrolase	AB6PGH	[c] : h2o + arbt6p --> g6p + hqn	0	1000	0
119	Arbutin 6-phosphate glucohydrolase	AB6PGH2	[c] : h2o + arbt6p --> g6p_B + hqn	0	1000	0
120	4-aminobutyrate transaminase	ABTAr	[c] : 4abut + akg <==> glu_L + sucsal	-1000	1000	0
121	Aminobutyraldehyde dehydrogenase	ABUTD	[c] : h2o + nad + 4abutn --> (2) h + nadh + 4abut	0	1000	0
122	4-aminobutyrate reversible transport in via proton symport, irreversible	ABUTt2	h[e] + 4abut[e] --> h[c] + 4abut[c]	0	1000	0
123	Acetyl-CoA:acetoacetyl-CoA transferase, reversible	ACACCTr	[c] : ac + aacoa <==> accoa + acac	-1000	1000	0
124	acetyl-CoA C-acetyltransferase	ACACT1r	[c] : (2) accoa <==> coa + aacoa	-1000	1000	0
125	acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	ACACT2r	[c] : accoa + btcoa <==> coa + 3ohcoa	-1000	1000	0
126	acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	ACACT3r	[c] : accoa + hxcoa <==> coa + 3oocoa	-1000	1000	0
127	acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)	ACACT4r	[c] : accoa + occoa <==> coa + 3odcoa	-1000	1000	0
128	acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	ACACT5r	[c] : accoa + dcacoa <==> coa + 3oddcoa	-1000	1000	0
129	acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	ACACT6r	[c] : accoa + ddcacoa <==> coa + 3otdcoa	-1000	1000	0
130	acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	ACACT7r	[c] : accoa + tdcoa <==> coa + 3ohdcoa	-1000	1000	0
131	acetoacetate transport via proton symport	ACACt2	h[e] + acac[e] <==> h[c] + acac[c]	-1000	1000	0
132	acetaldehyde dehydrogenase (acetylating)	ACALD	[c] : coa + nad + acald <==> h + nadh + accoa	-1000	1000	0
133	acetaldehyde reversible transport	ACALDt	acald[e] <==> acald[c]	-1000	1000	0
134	Adenosyl cobinamide phosphate guanyltransferase	ACBIPGT	[c] : h + adocbip + gtp --> ppi + agdpcbi	0	1000	0
135	acetyl-CoA carboxylase	ACCOAC	[c] : accoa + atp + hco3 --> h + pi + adp + malcoa	0	1000	0
136	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	ACCOACL	[c] : accoa + btn_co2 --> malcoa + apoC_Lys_btn	0	1000	0
137	acetate-CoA ligase (ADP-forming)	ACCOAL	[c] : coa + atp + ppa --> pi + adp + ppcoa	0	1000	0
138	N-acetylgalactosamine kinase (6-phosphate)	ACGALK3	[c] : atp + acgal --> h + adp + acgal6p	0	1000	0
139	N-acetylgalactosamine reversible transport via proton symport	ACGALt2r	h[e] + acgal[e] <==> h[c] + acgal[c]	-1000	1000	0
140	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	ACGAMT	[c] : uacgam + udcpp --> ump + unaga	0	1000	0
141	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS	ACGApts	acgam[e] + pep[c] --> pyr[c] + acgam6p[c]	0	1000	0
142	acetylglutamate kinase	ACGK	[c] : atp + acglu --> adp + acg5p	0	1000	0
143	N-acetylglutamate synthase	ACGS	[c] : accoa + glu_L --> h + coa + acglu	0	1000	0
144	(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)	ACHBPL	[c] : hethmpp + 2obut <==> 2ahbut + thmpp	-1000	1000	0
145	acetate kinase	ACKr	[c] : atp + ac <==> adp + actp	-1000	1000	0
146	pyruvatethiamin diphosphate acetaldehydetransferase	ACLS_a	[c] : h + pyr + thmpp --> co2 + hethmpp	0	1000	0
147	2-Acetolactate pyruvate-lyase (carboxylating)	ACLS_b	[c] : thmpp + alac_S <==> pyr + hethmpp	-1000	1000	0
148	N-acetylneuraminic acid uptake via ABC transporter	ACNAMabc	h2o[c] + atp[c] + acnam[e] --> h[c] + pi[c] + adp[c] + acnam[c]	0	1000	0
149	N-Acetylneuraminate lyase	ACNML	[c] : acnam --> pyr + acmana	0	1000	0
150	myristoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPAT140	[c] : tdcoa + 1tdecg3p --> coa + pa140	0	1000	0
151	palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPAT160	[c] : pmtcoa + 1hdecg3p --> coa + pa160	0	1000	0
152	stearoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPAT180	[c] : stcoa + 1odecg3p --> coa + pa180	0	1000	0
153	anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPATAI15	[c] : 1aipdecg3p + aipdcoa --> h + coa + paai15	0	1000	0
154	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPATAI17	[c] : 1aihpdecg3p + aihpdcoa --> coa + paai17	0	1000	0
155	isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPATI14	[c] : itdcoa + 1itdecg3p --> h + coa + pai14	0	1000	0
156	isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPATI15	[c] : ipdcoa + 1ipdecg3p --> h + coa + pai15	0	1000	0
157	isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPATI16	[c] : ihdcoa + 1ihdecg3p --> h + coa + pai16	0	1000	0
158	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	ACOAAGPATI17	[c] : ihpdcoa + 1ihpdecg3p --> coa + pai17	0	1000	0
159	acyl-CoA dehydrogenase (butanoyl-CoA)	ACOAD1	[c] : h + nadh + b2coa <==> nad + btcoa	-1000	1000	0
160	acyl-CoA dehydrogenase (butanoyl-CoA)	ACOAD1fi	[c] : btcoa + fad --> b2coa + fadh2	0	1000	0
161	acyl-CoA dehydrogenase (hexanoyl-CoA)	ACOAD2	[c] : h + nadh + hx2coa <==> nad + hxcoa	-1000	1000	0
162	(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase	ACOAD20	[c] : (2) 2mbcoa + o2 --> (2) h2o + (2) 2mb2coa	0	1000	0
163	acyl-CoA dehydrogenase (octanoyl-CoA), reversed	ACOAD3rev	[c] : h + nadh + oc2coa --> nad + occoa	0	1000	0
164	acyl-CoA dehydrogenase (decanoyl-CoA), reversed	ACOAD4rev	[c] : h + nadh + dc2coa --> nad + dcacoa	0	1000	0
165	acyl-CoA dehydrogenase (dodecanoyl-CoA), reversed	ACOAD5rev	[c] : h + nadh + dd2coa --> nad + ddcacoa	0	1000	0
166	acyl-CoA dehydrogenase (tetradecanoyl-CoA), reversed	ACOAD6rev	[c] : h + nadh + td2coa --> nad + tdcoa	0	1000	0
167	acyl-CoA dehydrogenase (hexadecanoyl-CoA), irreversible	ACOAD7i	[c] : h + nadh + hdd2coa --> nad + pmtcoa	0	1000	0
168	Acetyl-CoA ACP transacylase	ACOATA	[c] : ACP + accoa <==> coa + acACP	-1000	1000	0
169	N-acetylornithine carbamoyltransferase	ACOCT	[c] : cbp + acorn --> pi + Naccitr_L	0	1000	0
170	Acetylornithine deacetylase, reversible	ACODAr	[c] : h2o + acorn <==> ac + orn	-1000	1000	0
171	Trans-aconitate methyltransferase	ACONMT	[c] : amet + acon_T --> ahcys + aconm	0	1000	0
172	aconitase	ACONT	[c] : cit <==> icit	-1000	1000	0
173	aconitase (half-reaction A, Citrate hydro-lyase)	ACONTa	[c] : cit <==> h2o + acon_C	-1000	1000	0
174	aconitase (half-reaction B, Isocitrate hydro-lyase)	ACONTb	[c] : h2o + acon_C <==> icit	-1000	1000	0
175	acetylornithine transaminase	ACOTA	[c] : akg + acorn <==> glu_L + acg5sa	-1000	1000	0
176	acyl-carrier protein synthase	ACPS1	[c] : coa + apoACP --> h + ACP + pap	0	1000	0
177	[acyl-carrier-protein] phosphodiesterase	ACPpds	[c] : h2o + ACP --> h + apoACP + pan4p	0	1000	0
178	acetyl-CoA synthetase	ACS	[c] : coa + atp + ac --> accoa + amp + ppi	0	1000	0
179	acylphosphatase	ACYP	[c] : h2o + 13dpg --> h + pi + 3pg	0	1000	0
180	acylphosphatase (2)	ACYP_2	[c] : h2o + actp --> h + pi + ac	0	1000	0
181	acetate transporter	ACtr	ac[e] <==> ac[c]	-1000	1000	0
182	Adenosine deaminase	ADA	[c] : h + h2o + adn --> nh4 + ins	0	1000	0
183	4-aminobenzoate synthase	ADCL	[c] : 4adcho --> h + pyr + 4abz	0	1000	0
184	4-amino-4-deoxychorismate synthase	ADCS	[c] : chor + gln_L --> glu_L + 4adcho	0	1000	0
